"symbol","lower_price","higher_price","lower_size","higher_size"
"SEAT","35700","37900",1,169860
"SEATW","2800","2801",1,70
"SEB","31151600","31998000",1,1003
"SECR","266000","266800",1,1
"SECT","534400","541304",1,14932
"SEDA","113800","114520",1,1
"SEDA=","114000","134400",1,1000
"SEDG","203000","236000",1,270006
"SEE","351500","374800",1,25000
"SEED","30400","35875",1,3600
"SEEL","2800","52300",1,111485
"SEER","17000","19900",1,44444
"SEF","94999","96300",1,1000
"SEG","265292","285100",1,1400
"SEG^","24600","42800",1,1000
"SEI","125400","135899",1,2800
"SEIC","673800","699400",1,110246
"SEIM","358000","362800",1,7974
"SEIQ","347000","348900",1,3271
"SEIV","326350","330100",1,7516
"SEIX","237700","241100",1,8851
"SELF","50300","52000",1,3931
"SELV","293500","295900",1,1557
"SELX","10500","12899",1,1000
"SEM","340800","352550",1,7800
"SEMI","260700","268000",1,650
"SEMR","145700","156900",1,9200
"SENEA","617500","659167",1,3288
"SENEB","624300","665700",1,83
"SENS","3360","3613",1,100000
"SEPM","295900","296400",1,2962
"SEPP","263499","263600",100,149
"SEPT","299317","301000",1,199098
"SEPU","253300","254800",1,7850
"SEPW","284300","285499",1,30861
"SEPZ","387000","387900",26,75
"SER","67100","84800",1,1260
"SERA","72950","80100",1,19081
"SERV","75600","93170",1,37182
"SES","7133","7937",1,15726
"SES+","310","398",1,100
"SETH","208950","218000",1,1200
"SETM","178200","185500",1,18471
"SEVN","136700","142000",1,5541
"SEZL","1660000","1825000",1,2691
"SF","922801","942099",1,25000
"SFB","237700","240200",1,1000
"SF-B","251172","254399",1,2000
"SFBC","511100","549500",1,420
"SFBS","779000","809800",1,2184
"SF-C","256100","262800",1,2434
"SF-D","203120","209200",1,5000
"SFEB","211516","213576",2,499
"SFIX","22100","29000",1,240819
"SFL","113700","116800",1,8412
"SFLO","263700","269300",1,171061
"SFLR","316200","327151",1,60510
"SFM","1073600","1120000",1,337292
"SFNC","211600","216800",1,193652
"SFST","324541","337547",1,11455
"SFWL","12700","14000",1,8000
"SFY","205750","217300",1,44433
"SFYF","367400","388000",1,80
"SFYX","141500","149500",1,1000
"SG","340000","372388",1,30423
"SGA","144100","146900",1,1544
"SGBX","9000","10000",1,3757
"SGC","149000","155400",1,10176
"SGD","2600","3900",1,25000
"SGDJ","370700","385600",1,2340
"SGDM","312900","326400",1,3500
"SGE","14116","17100",1,3000
"SGH","202800","215100",1,133900
"SGHC","34400","36500",1,41623
"SGHT","64200","68500",1,17152
"SGLC","352500","359900",1,903
"SGLY","12800","19000",1,8132
"SGMA","25700","28500",1,3409
"SGML","118500","132500",1,31962
"SGMO","8143","8900",1,52000
"SGMT","26800","29800",1,11532
"SGN","2530","3057",1,47604
"SGOL","234400","256500",1,55000
"SGOV","1006700","1007300",1,599081
"SGRP","24100","24400",1,9773
"SGRY","314550","332100",1,101974
"SGU","114000","121100",1,5000
"SH","108100","109200",1,144000
"SHAG","479476","480513",1,300
"SHAK","1038200","1104500",1,92736
"SHBI","137111","143050",1,20412
"SHC","163400","168700",1,402553
"SHCO","48900","54000",1,5600
"SHCR","14100","14200",1,24000
"SHCRW","860","880",1,16300
"SHDG","287000","287800",4,1425
"SHE","1138532","1146138",1,304
"SHEL","646600","681897",1,832907
"SHEN","143500","151100",1,40357
"SHFS","5000","5600",1,12232
"SHFSW","229","304",50,10000
"SHG","420500","449050",1,4599
"SHIM","23000","27605",1,1001
"SHIP","119000","126400",1,8074
"SHLD","359400","379100",1,38275
"SHLS","56000","60260",1,515972
"SHLT","33301","38100",1,500
"SHM","480990","481900",1,30079
"SHMD","30600","38400",1,2300
"SHMDW","2400","3030",1,4600
"SHNY","461000","485900",1,4913
"SHO","105600","108050",1,229501
"SHOC","468500","484400",1,1000
"SHO-H","229843","234900",2,326
"SHO-I","217714","220600",5,500
"SHOO","480600","490800",1,108226
"SHOP","787500","812800",1,31900
"SHOT","11000","13000",1,23700
"SHOTW","2201","2700",9,2000
"SHPH","12900","14200",1,3417
"SHPP","281600","288000",1,1
"SHRT","83200","83900",1,1000
"SHRY","408800","412400",1,274
"SHV","1105700","1106446",1,53287
"SHW","3795900","3873000",1,103500
"SHY","831400","832988",1,612846
"SHYD","227000","228192",1,108164
"SHYF","123898","130250",1,46244
"SHYG","430000","435700",1,64970
"SHYL","453800","456200",1,3318
"SIBN","133500","142600",1,37530
"SID","22900","25000",1,1600000
"SIDU","27500","29400",1,6000
"SIEB","22500","25400",1,6000
"SIF","44400","48762",1,2546
"SIFI","445200","446299",1,150
"SIFY","3581","4140",1,100000
"SIG","948000","1027375",1,40300
"SIGA","67700","73100",1,78275
"SIGI","907750","925950",1,63895
"SIGIP","198500","202000",1,480
"SIHY","463900","466300",1,130
"SII","432300","450000",1,48000
"SIJ","80100","81338",1,1645
"SIL","358801","379500",1,16000
"SILA","251968","259700",1,7019
"SILC","132800","140600",1,2566
"SILJ","131902","139400",1,75000
"SILO","10400","11000",1,7200
"SILV","96150","102700",1,115829
"SIM","273300","283000",1,125
"SIMA","99999","100500",1,38700
"SIMAW","940","1000",815,1250
"SIMO","596400","623400",1,21930
"SIMS","339800","347800",1,1400
"SINT","33000","36399",1,4100
"SIO","263900","264600",1,18985
"SIRI","236200","249000",1,293360
"SISI","1977","2726",1,158888
"SITC","590700","602400",1,113625
"SITC#","192800","218800",1,15400
"SITC-A","238727","247308",1,1300
"SITE","1488057","1541850",1,2768
"SITM","1631650","1816800",1,23998
"SIVR","266400","312100",1,15802
"SIXA","447300","450202",1,2391
"SIXD","262201","263100",12,6000
"SIXG","422600","436942",1,10763
"SIXH","369019","375200",1,2596
"SIXJ","293100","294300",1,11269
"SIXL","370773","375683",1,2952
"SIXO","316600","317500",1,10000
"SIXP","271400","272700",2,3541
"SIXS","481700","489500",1,3565
"SIZE","1479919","1494988",1,4408
"SJ","8000","9190",1,2500
"SJB","161801","165100",1,5000
"SJCP","250550","250769",29,100
"SJLD","250750","251192",29,100
"SJM","1164400","1226600",1,26015
"SJNK","256400","257600",1,934941
"SJT","37600","41700",1,10712
"SJW","567500","580200",1,11558
"SKE","83600","87800",1,27900
"SKF","101100","104100",1,8000
"SKGR","113300","113600",1,365700
"SKGRW","2125","2500",11,1500
"SKIL","154400","173400",1,1500
"SKIN","13299","14200",1,220000
"SKLZ","55700","59700",1,2987
"SKM","241000","249800",1,13794
"SKOR","490193","492900",1,19145
"SKRE","165800","182900",1,3000
"SKT","322600","332400",1,213496
"SKWD","406500","420000",1,40083
"SKX","664700","715900",1,89936
"SKY","891700","965600",1,28692
"SKYE","35000","41177",1,35624
"SKYH","112100","127200",1,3318
"SKYH+","21200","27500",100,1900
"SKYT","86100","94200",1,17736
"SKYU","268200","278700",1,567
"SKYW","819800","853000",1,191350
"SKYX","8300","8897",1,10000
"SKYY","1013600","1034199",1,19064
"SLAB","1110900","1197200",1,40100
"SLB","405300","429496",1,999000
"SLDB","69205","77750",1,22545
"SLDP","13500","14300",1,98627
"SLDPW","1025","1249",1,3800
"SLDR","502199","502199",50,50
"SLE","6010","8300",1,20000
"SLF","576900","584900",1,451723
"SLG","688640","727000",1,245926
"SLG-I","242200","247600",1,13000
"SLGL","6600","7290",1,5000
"SLGN","509600","527600",1,294600
"SLI","15400","17650",1,80000
"SLM","216200","228300",1,344300
"SLMBP","760100","767900",1,900
"SLN","171100","184950",1,53044
"SLND","36200","38200",1,25000
"SLND+","3400","3400",13,200
"SLNG","45500","51000",1,3786
"SLNH","28700","36900",1,19964
"SLNHP","48100","53000",1,400
"SLNO","485500","506400",1,36132
"SLP","302800","319600",1,20128
"SLQD","503408","510000",1,13477
"SLQT","19000","20278",1,20000
"SLRC","147100","150999",1,19643
"SLRN","47800","50300",1,72534
"SLRX","13900","15200",1,5000
"SLS","11000","12800",1,18727
"SLSR","26250","27935",1,4000
"SLV","279900","298300",1,241649
"SLVM","784700","887100",1,100000
"SLVO","770000","818000",1,1500
"SLVP","133800","145000",1,216376
"SLX","689300","715888",1,937
"SLXN","5500","6693",1,30793
"SLXNW","315","317",22,1500
"SLYG","918300","938260",1,8715
"SLYV","849464","874600",1,9475
"SM","373300","410600",1,58180
"SMAR","552000","555000",1,860656
"SMAY","244700","246400",10,3099
"SMB","172400","172900",1,5787
"SMBC","538800","563299",1,5523
"SMBK","281550","292300",1,1832
"SMC","331300","355700",1,2200
"SMCF","304900","308500",1,100
"SMCI","3730100","7442750",1,167003
"SMCO","247680","249800",1,180854
"SMCP","324700","330900",1,2007
"SMCX","61100","107192",1,39114
"SMCY","450000","555200",1,1000
"SMDD","89200","92700",1,2000
"SMDV","682600","695695",1,1013
"SMDY","439100","442100",1,100
"SMFG","121450","129500",1,17720
"SMG","808400","860288",1,56000
"SMH","2455400","2560000",1,243560
"SMHB","60300","65100",1,3500
"SMHI","92600","97800",1,8799
"SMHX","255800","268200",1,2398
"SMI","468102","469400",1,2
"SMID","328300","355900",1,11357
"SMIG","290700","293800",1,32692
"SMIN","852300","870900",1,9169
"SMIZ","327725","332400",1,4873
"SMLF","655200","668544",1,100726
"SMLL","203600","206100",1,200
"SMLR","227800","247600",1,14389
"SMLV","1229900","1244400",1,1048
"SMMD","669400","682550",1,30000
"SMMT","195000","236499",1,200682
"SMMU","503700","505000",1,6405
"SMMV","404700","408800",1,5390
"SMN","62200","64000",1,2500
"SMOG","1104200","1140900",1,466
"SMOT","346800","353258",1,6515
"SMP","325300","344950",1,2700
"SMPL","338200","354100",1,98522
"SMR","112200","131000",1,102598
"SMR+","31499","39999",1,3500
"SMRI","303810","307282",1,625
"SMRT","16700","17850",1,21000
"SMSI","9199","11250",1,25000
"SMST","110000","139415",1,19325
"SMTC","458000","496600",1,601369
"SMTH","263622","265000",1,75892
"SMTI","282000","306663",1,2000
"SMTK","39500","49000",1,14906
"SMWB","86254","93700",1,5054
"SMX","27400","34700",1,4900
"SMXT","6501","7300",1,356436
"SMXWW","75","88",24,19000
"SN","1040000","1075300",1,272200
"SNA","2836200","2929999",1,22505
"SNAL","7000","8140",1,7661
"SNAP","104100","110700",1,3969248
"SNAV","308600","309750",1,3078
"SNAX","14900","17589",1,4868
"SNAXW","67","98",1,2900
"SNBR","164450","181500",1,39004
"SNCR","129244","151100",1,20000
"SNCRL","247000","249800",1,760
"SNCY","109300","115000",1,83548
"SND","18900","20700",1,8500
"SNDA","260500","271650",1,1300
"SNDL","20000","20500",1,50000
"SNDR","277600","287500",1,25774
"SNDX","179200","191932",1,887775
"SNES","24200","28000",1,6000
"SNEX","814814","833000",1,18153
"SNFCA","88000","91600",1,2696
"SNGX","37000","40400",1,4000
"SNN","303000","317600",1,150000
"SNOA","31200","33800",1,7000
"SNOV","228600","229264",22,1926
"SNOW","1100100","1154099",1,747928
"SNOY","165500","171700",1,1130
"SNPD","278500","282050",1,314
"SNPE","521285","534000",1,75000
"SNPG","436200","447400",1,200
"SNPS","5057200","5276500",1,104158
"SNPV","320098","322297",1,36000
"SNPX","29700","33700",1,2600
"SNSE","5060","5878",1,11157
"SNSR","342800","354800",1,33959
"SNT","15700","16000",1,2000
"SNTG","20800","24300",1,1754
"SNTI","21300","23500",1,5000
"SNV","431300","444600",1,25537
"SNV-D","248700","252500",1,17800
"SNV-E","263015","265407",1,5600
"SNX","1130406","1209200",1,57938
"SNY","565200","579100",1,115038
"SO","883300","903400",1,91720
"SOAR","2720","6700",1,94499
"SOBR","806","1077",1,52572
"SOC","234200","250000",1,23566
"SOC+","120703","126507",2,49600
"SOCL","413400","436450",1,1000
"SOFI","76800","80975",1,868941
"SOFR","1002200","1007400",1,725800
"SOGP","17000","25600",1,4880
"SOHO","12200","12960",1,4253
"SOHOB","181100","183700",5,285
"SOHON","183000","186000",1,566
"SOHOO","180300","188300",1,300
"SOHU","154200","162200",1,4118
"SOJC","248500","249699",1,1935
"SOJD","240100","244200",1,6100
"SOJE","219200","223500",1,18500
"SOL","22900","24500",1,32000
"SOLR","291700","295100",1,241
"SOLV","672800","693900",1,313484
"SON","536700","548900",1,3900
"SOND","42500","55898",1,9490
"SONDW","77","135",1,19100
"SONM","26301","35000",1,2498
"SONN","6799","8121",1,17500
"SONO","115600","125900",1,280135
"SONY","918800","989300",1,58600
"SOPA","9106","12500",1,17941
"SOPH","37300","40538",1,1400
"SOR","437300","449300",1,2172
"SOS","7104","8878",1,19400
"SOTK","39200","42000",1,900
"SOUN","47400","50400",1,351684
"SOUNW","18600","19500",1,3946
"SOVF","300899","337000",1,4958
"SOWG","103850","121300",1,99828
"SOXL","367100","405100",1,134505
"SOXM","248900","265700",1,1900
"SOXQ","408000","425600",1,47699
"SOXS","182500","204800",1,101368
"SOXW","240000","258200",1,2400
"SOXX","2177570","2383800",1,180236
"SOYB","226700","232500",1,2300
"SPAB","260000","262200",1,265657
"SPAI","26500","41800",1,10919
"SPAM","286600","289900",1,500
"SPAQ","965600","990200",1,100
"SPAX","200400","205700",1,124
"SPB","911400","946300",1,46000
"SPBC","362250","365800",1,7612
"SPBO","299301","301111",1,6000
"SPC","215100","224000",1,2405
"SPCB","36300","39900",1,6100
"SPCE","58700","64000",1,19166
"SPCX","234950","236300",1,150
"SPD","331901","334095",1,600
"SPDG","376900","379199",1,200
"SPDN","111690","112800",1,100000
"SPDV","331900","336600",1,7372
"SPDW","371400","380000",1,209730
"SPE","138727","140000",1,2500
"SPE-C","237899","237899",300,300
"SPEM","403800","419000",1,636476
"SPEU","439300","450099",1,4540
"SPFF","98200","100000",1,6904
"SPFI","325295","337825",1,7285
"SPG","1652800","1699200",1,136578
"SPGC","33201","39200",1,1343
"SPGI","4940000","5242200",1,70548
"SPG-J","620200","639550",1,8
"SPGM","590200","651400",1,6104
"SPGP","1003350","1059000",1,125476
"SPH","174400","179400",1,8676
"SPHB","881700","907300",1,5705
"SPHD","497000","507500",1,23517
"SPHQ","665900","679800",1,30059
"SPHR","423200","444600",1,564800
"SPHY","239500","241000",1,13100000
"SPI","3757","4399",1,20000
"SPIB","336500","338700",1,30000
"SPIN","308601","309440",1,50
"SPIP","262000","263300",1,223744
"SPIR","95200","104000",1,6496
"SPKL","104801","104801",1297,1297
"SPKLU","105300","106004",250,1000
"SPKLW","1300","1400",100,200
"SPLB","239700","244700",1,93565
"SPLG","660400","676300",1,256841
"SPLP","370000","419500",1,100
"SPLP-A","242600","243391",1,1522
"SPLV","702900","720000",1,495800
"SPMB","224900","226300",1,92657
"SPMC","196100","202500",1,2979
"SPMD","540900","551000",1,324000
"SPMO","900000","933300",1,100410
"SPMV","466655","467996",1,120
"SPNS","363200","374000",1,16379
"SPNT","140500","147470",1,1532054
"SPNT-B","252100","254299",1,1153
"SPOK","147200","153200",1,22441
"SPOT","3659100","3897200",1,46200
"SPPL","3381","3840",1,4400
"SPPP","99700","103200",1,248465
"SPQ","308800","311000",1,300
"SPR","327900","334600",1,536106
"SPRB","4262","4499",1,20000
"SPRC","2340","3075",1,67800
"SPRE","217300","222600",1,3250
"SPRO","12700","13500",1,11699
"SPRU","25973","29300",1,1250
"SPRX","225950","234050",1,1888
"SPRY","138000","152250",1,116151
"SPSB","301600","303100",1,132000
"SPSC","1889550","1953700",1,44900
"SPSK","183200","184999",1,5298
"SPSM","447000","458250",1,300000
"SPT","285300","295800",1,178785
"SPTB","312700","319400",1,1150
"SPTE","270800","289000",1,1994
"SPTI","290000","291591",1,98255
"SPTL","288648","293044",1,841764
"SPTM","695500","702000",1,122540
"SPTN","218650","230000",1,50242
"SPTS","294000","294600",1,3281684
"SPUC","419200","421935",1,300
"SPUS","412000","421000",1,5196
"SPUU","1419400","1441955",1,1220
"SPVM","575517","586214",1,446
"SPVU","487750","503600",1,100100
"SPWH","27700","31000",1,24900
"SPWO","232100","245700",1,2272
"SPXC","1552500","1650400",1,10321
"SPXE","615700","620400",1,300
"SPXL","1607100","1650100",1,24500
"SPXN","616480","620600",1,1000
"SPXS","65900","67787",1,150000
"SPXT","900600","926100",1,1135
"SPXU","240388","246999",1,40000
"SPXV","611700","614700",1,100
"SPXX","165131","167000",1,3000
"SPY","4830705","5750000",1,1005000
"SPYB","255000","259000",1,194
"SPYC","375600","378200",1,1321
"SPYD","418212","456900",1,115000
"SPYG","820000","839900",1,323529
"SPYI","509950","514300",1,36656
"SPYM","255800","260000",1,150
"SPYT","198000","202000",1,5784
"SPYU","457900","474000",1,24400
"SPYV","521400","534000",1,38448
"SPYX","462200","480600",1,1061
"SQ","629074","680597",1,408120
"SQEW","340779","345420",1,1900
"SQFT","6500","7350",1,1300
"SQFTP","151001","156774",1,2673
"SQFTW","312","369",3,6900
"SQLV","414400","422100",1,510
"SQM","383000","428088",1,17500
"SQNS","9811","11500",1,27200
"SQQQ","71000","75100",1,768130
"SQSP","463600","465000",1,612089
"SQY","175000","185000",1,1500
"SR","661900","673600",1,10665
"SR-A","246800","249981",1,20000
"SRAD","120700","129700",1,25000
"SRBK","109800","111800",1,4308
"SRCE","579100","596100",1,12406
"SRCL","608500","611394",1,491777
"SRDX","381800","393000",1,230190
"SRE","813500","835800",1,111819
"SREA","248200","249500",1,61607
"SRET","223900","227500",1,4333
"SRFM","11200","13450",1,7355
"SRG","45000","46900",1,9000
"SRG-A","225100","229692",1,485
"SRHQ","374000","375900",1,15
"SRHR","616100","622600",1,100
"SRI","108000","118200",1,3299
"SRL","76000","82500",1,1500
"SRLN","417100","417880",1,1246000
"SRM","7000","7650",1,9900
"SROI","306550","322900",1,100
"SRPT","1220000","1260800",1,157830
"SRRK","85200","89100",1,406527
"SRS","110200","113800",1,6900
"SRTS","55500","59600",1,4400
"SRTY","194900","206400",1,15151
"SRV","443200","448500",1,1995
"SRVR","313500","327000",1,4997
"SRZN","94100","103399",1,2200
"SRZNW","180","200",50,37300
"SSB","945000","971400",1,5432
"SSBI","84300","88000",1,1844
"SSBK","290700","309200",1,10108
"SSD","1880800","1938900",1,14000
"SSFI","219050","220799",1,1265
"SSG","58817","65048",1,8913
"SSIC","105500","110000",1,1023
"SSKN","29500","32000",1,1200
"SSL","66350","69300",1,61774
"SSLY","456900","459600",1,10
"SSNC","737300","748100",1,198394
"SSO","889700","905600",1,139630
"SSP","17500","24250",1,57330
"SSPX","278900","279657",1,11
"SSPY","782600","840900",1,1000
"SSRM","59500","62100",1,141818
"SSSS","38700","40500",1,2000
"SSSSL","243300","246800",10,270
"SST","10600","11600",1,8000
"SST+","403","860",22,3700
"SSTI","111000","123700",1,5916
"SSTK","345600","361600",1,17303
"SSUS","413610","417300",1,3403
"SSXU","307550","309450",7,680
"SSY","7700","8795",1,2471
"SSYS","76385","82800",1,33204
"ST","352200","374100",1,78200
"STAA","314900","380000",1,123566
"STAF","13500","15200",1,3952
"STAG","385000","400000",1,14200
"STAX","255099","255099",1,1
"STBA","410600","421900",1,45181
"STBF","254400","254400",1,1
"STBX","1275","1400",1,15679
"STC","730900","754568",1,78000
"STCE","351000","370200",1,1800
"STCN","105450","113250",1,800
"STE","2351400","2422100",1,20200
"STEC","3207","3850",1,2199
"STEL","254600","260600",1,2114
"STEM","3031","3470",1,182300
"STEP","554600","579825",1,563958
"STER","165550","167480",1,18931
"STEW","156600","160800",1,3000
"STG","64900","84000",1,4000
"STGW","70192","72200",1,46121
"STHO","136600","140300",1,7904
"STI","3501","3860",1,14824
"STIM","7241","8400",1,363741
"STIP","1007500","1030000",1,294354
